PDB_ID,ExactMatch,NumMotifs_Ori,NumMotifs_Opt,SharedMotifs,JaccardAvg
MGYP000375941462,True,2,2,2,1.0
MGYP000375956995,True,2,2,2,1.0
MGYP000376277234,True,1,1,1,1.0
MGYP000377385229,True,1,1,1,1.0
MGYP000379624181,True,3,3,3,1.0
MGYP000379633485,True,2,2,2,1.0
MGYP000380225679,True,3,3,3,1.0
MGYP000380288111,True,4,4,4,1.0
MGYP000380315147,True,1,1,1,1.0
MGYP000380504111,True,3,3,3,1.0
MGYP000380570884,True,1,1,1,1.0
MGYP000380684382,True,2,2,2,1.0
MGYP000381944319,True,1,1,1,1.0
MGYP000382499385,True,1,1,1,1.0
MGYP000383165406,True,3,3,3,1.0
MGYP000383268095,True,1,1,1,1.0
MGYP000384915556,True,1,1,1,1.0
MGYP000385507603,True,2,2,2,1.0
MGYP000387605215,True,1,1,1,1.0
MGYP000387890081,True,1,1,1,1.0
MGYP000389071391,True,4,4,4,1.0
MGYP000389160388,True,1,1,1,1.0
MGYP000390168109,True,1,1,1,1.0
MGYP000390777996,True,9,9,9,1.0
MGYP000391210506,True,1,1,1,1.0
MGYP000392325359,True,2,2,2,1.0
MGYP000392334946,True,3,3,3,1.0
MGYP000392699322,True,7,7,7,1.0
MGYP000393544188,True,9,9,9,1.0
MGYP000393782397,True,7,7,7,1.0
MGYP000393818313,True,1,1,1,1.0
MGYP000393990356,True,1,1,1,1.0
MGYP000394657816,True,2,2,2,1.0
MGYP000394975055,True,5,5,5,1.0
MGYP000396350692,True,1,1,1,1.0
MGYP000397963628,True,4,4,4,1.0
MGYP000398787220,True,2,2,2,1.0
MGYP000399515972,True,2,2,2,1.0
MGYP000399532948,True,2,2,2,1.0
MGYP000400139307,True,2,2,2,1.0
MGYP000400657212,True,6,6,6,1.0
MGYP000400708725,True,2,2,2,1.0
MGYP000400755638,True,3,3,3,1.0
MGYP000401410057,True,1,1,1,1.0
MGYP000403203977,True,3,3,3,1.0
MGYP000403888365,True,1,1,1,1.0
MGYP000404247409,True,2,2,2,1.0
MGYP000404993510,True,2,2,2,1.0
MGYP000406140143,True,7,7,7,1.0
MGYP000406559279,True,2,2,2,1.0
MGYP000406932037,True,2,2,2,1.0
MGYP000407981862,True,6,6,6,1.0
MGYP000408915214,True,1,1,1,1.0
MGYP000409332881,True,2,2,2,1.0
MGYP000409361367,True,1,1,1,1.0
MGYP000411500122,True,1,1,1,1.0
MGYP000411622153,True,1,1,1,1.0
MGYP000412637579,True,2,2,2,1.0
MGYP000412732630,True,4,4,4,1.0
MGYP000415011582,True,1,1,1,1.0
MGYP000415016590,True,2,2,2,1.0
MGYP000416050895,True,1,1,1,1.0
MGYP000416363847,True,5,5,5,1.0
MGYP000417446086,True,1,1,1,1.0
MGYP000417658276,True,1,1,1,1.0
MGYP000417730650,True,1,1,1,1.0
MGYP000418146393,True,1,1,1,1.0
MGYP000418437404,True,5,5,5,1.0
MGYP000420822732,True,3,3,3,1.0
MGYP000420987586,True,1,1,1,1.0
MGYP000422937425,True,3,3,3,1.0
MGYP000422963873,True,2,2,2,1.0
MGYP000423564394,True,1,1,1,1.0
MGYP000424126862,True,1,1,1,1.0
MGYP000426067442,True,1,1,1,1.0
MGYP000426282429,True,1,1,1,1.0
MGYP000426766931,True,1,1,1,1.0
MGYP000427051049,True,4,4,4,1.0
MGYP000427388916,True,1,1,1,1.0
MGYP000427479905,True,5,5,5,1.0
MGYP000429559406,True,1,1,1,1.0
MGYP000430201706,True,2,2,2,1.0
MGYP000430290236,True,1,1,1,1.0
MGYP000430772384,True,1,1,1,1.0
MGYP000431053574,True,1,1,1,1.0
MGYP000431790396,True,2,2,2,1.0
MGYP000432577377,True,1,1,1,1.0
MGYP000435943220,True,2,2,2,1.0
MGYP000436361024,True,1,1,1,1.0
MGYP000438745345,True,1,1,1,1.0
MGYP000438798366,True,1,1,1,1.0
MGYP000438986032,True,7,7,7,1.0
MGYP000440687933,True,2,2,2,1.0
MGYP000440808871,True,1,1,1,1.0
MGYP000440888533,True,3,3,3,1.0
MGYP000441100245,True,1,1,1,1.0
MGYP000441832513,True,3,3,3,1.0
MGYP000441849817,True,2,2,2,1.0
MGYP000442035412,True,3,3,3,1.0
MGYP000442170956,True,1,1,1,1.0
MGYP000442428432,True,5,5,5,1.0
MGYP000443332999,True,4,4,4,1.0
MGYP000443333821,True,4,4,4,1.0
MGYP000443660832,True,1,1,1,1.0
MGYP000443726083,True,1,1,1,1.0
MGYP000444787262,True,1,1,1,1.0
MGYP000445395437,True,3,3,3,1.0
MGYP000446650977,True,1,1,1,1.0
MGYP000446725522,True,1,1,1,1.0
MGYP000446931268,True,6,6,6,1.0
MGYP000448379595,True,4,4,4,1.0
MGYP000450812715,True,3,3,3,1.0
MGYP000451923007,True,4,4,4,1.0
MGYP000451974607,True,3,3,3,1.0
MGYP000453200224,True,1,1,1,1.0
MGYP000453983963,True,8,8,8,1.0
MGYP000454329823,True,4,4,4,1.0
MGYP000454334686,True,2,2,2,1.0
MGYP000454881457,True,2,2,2,1.0
MGYP000455419725,True,1,1,1,1.0
MGYP000455529703,True,1,1,1,1.0
MGYP000455780824,True,4,4,4,1.0
MGYP000456101988,True,1,1,1,1.0
MGYP000456234129,True,2,2,2,1.0
MGYP000456905978,True,1,1,1,1.0
MGYP000457191051,True,3,3,3,1.0
MGYP000457253133,True,3,3,3,1.0
MGYP000457740084,True,2,2,2,1.0
MGYP000459508121,True,1,1,1,1.0
MGYP000462788251,True,4,4,4,1.0
MGYP000462869219,True,2,2,2,1.0
MGYP000462893749,True,1,1,1,1.0
MGYP000463752767,True,1,1,1,1.0
MGYP000464383938,True,1,1,1,1.0
MGYP000464843591,True,1,1,1,1.0
MGYP000465110853,True,3,3,3,1.0
MGYP000465132975,True,4,4,4,1.0
MGYP000465690201,True,2,2,2,1.0
MGYP000466304129,True,3,3,3,1.0
MGYP000466624144,True,3,3,3,1.0
MGYP000467406658,True,1,1,1,1.0
MGYP000467782113,True,1,1,1,1.0
MGYP000467958037,True,5,5,5,1.0
MGYP000468418331,True,2,2,2,1.0
MGYP000469284569,True,1,1,1,1.0
MGYP000469378520,True,6,6,6,1.0
MGYP000469504326,True,4,4,4,1.0
MGYP000470192899,True,3,3,3,1.0
MGYP000470821905,True,3,3,3,1.0
MGYP000470851535,True,5,5,5,1.0
MGYP000473161293,True,7,7,7,1.0
MGYP000473401077,True,1,1,1,1.0
MGYP000474124144,True,3,3,3,1.0
MGYP000474244033,True,2,2,2,1.0
MGYP000474999618,True,4,4,4,1.0
MGYP000475062593,True,4,4,4,1.0
MGYP000475668395,True,2,2,2,1.0
MGYP000476091163,True,1,1,1,1.0
MGYP000476273155,True,2,2,2,1.0
MGYP000476388156,True,1,1,1,1.0
MGYP000476750198,True,1,1,1,1.0
MGYP000477217017,True,7,7,7,1.0
MGYP000477637405,True,1,1,1,1.0
MGYP000477833835,True,1,1,1,1.0
MGYP000478349507,True,4,4,4,1.0
MGYP000478620029,True,2,2,2,1.0
MGYP000479130714,True,1,1,1,1.0
MGYP000479270592,True,2,2,2,1.0
MGYP000479657566,True,13,13,13,1.0
MGYP000479668994,True,2,2,2,1.0
MGYP000479747997,True,1,1,1,1.0
MGYP000480562602,True,9,9,9,1.0
MGYP000480581171,True,3,3,3,1.0
MGYP000480616269,True,1,1,1,1.0
MGYP000480797456,True,3,3,3,1.0
MGYP000480886136,True,1,1,1,1.0
MGYP000480892833,True,1,1,1,1.0
MGYP000482405041,True,2,2,2,1.0
MGYP000482704121,True,10,10,10,1.0
MGYP000483026458,True,3,3,3,1.0
MGYP000483145182,True,2,2,2,1.0
MGYP000483544061,True,1,1,1,1.0
MGYP000483804105,True,2,2,2,1.0
MGYP000485029127,True,2,2,2,1.0
MGYP000485276332,True,2,2,2,1.0
MGYP000485442138,True,1,1,1,1.0
MGYP000485766409,True,13,13,13,1.0
MGYP000486223475,True,2,2,2,1.0
MGYP000486913345,True,1,1,1,1.0
MGYP000487908702,True,3,3,3,1.0
MGYP000488107018,True,2,2,2,1.0
MGYP000489508899,True,1,1,1,1.0
MGYP000489597870,True,3,3,3,1.0
MGYP000490301583,True,2,2,2,1.0
MGYP000490399495,True,1,1,1,1.0
MGYP000491592243,True,2,2,2,1.0
MGYP000491981697,True,2,2,2,1.0
MGYP000492032017,True,6,6,6,1.0
MGYP000492067012,True,1,1,1,1.0
MGYP000492389992,True,5,5,5,1.0
MGYP000493179830,True,3,3,3,1.0
MGYP000493190179,True,1,1,1,1.0
MGYP000493190496,True,3,3,3,1.0
MGYP000493661283,True,1,1,1,1.0
MGYP000493964291,True,2,2,2,1.0
MGYP000494137928,True,3,3,3,1.0
MGYP000494700238,True,1,1,1,1.0
MGYP000495020486,True,2,2,2,1.0
MGYP000495174477,True,5,5,5,1.0
MGYP000495509079,True,13,13,13,1.0
MGYP000495650755,True,1,1,1,1.0
MGYP000496950558,True,2,2,2,1.0
MGYP000498748979,True,2,2,2,1.0
MGYP000499185207,True,4,4,4,1.0
MGYP000499212442,True,3,3,3,1.0
MGYP000499695823,True,1,1,1,1.0
MGYP000499786934,True,7,7,7,1.0
MGYP000500885956,True,6,6,6,1.0
MGYP000500993560,True,3,3,3,1.0
MGYP000501125576,True,1,1,1,1.0
MGYP000501139980,True,1,1,1,1.0
MGYP000502866592,True,1,1,1,1.0
MGYP000502938783,True,3,3,3,1.0
MGYP000502961105,True,2,2,2,1.0
MGYP000503089690,True,1,1,1,1.0
MGYP000503285012,True,3,3,3,1.0
MGYP000503946281,True,5,5,5,1.0
MGYP000504608767,True,1,1,1,1.0
MGYP000505683790,True,2,2,2,1.0
MGYP000505753764,True,6,6,6,1.0
MGYP000506194124,True,3,3,3,1.0
MGYP000506779292,True,1,1,1,1.0
MGYP000507251573,True,1,1,1,1.0
MGYP000508090538,True,1,1,1,1.0
MGYP000508573089,True,1,1,1,1.0
MGYP000508869556,True,5,5,5,1.0
MGYP000508884413,True,2,2,2,1.0
MGYP000510265884,True,1,1,1,1.0
MGYP000510347055,True,2,2,2,1.0
MGYP000510972492,True,2,2,2,1.0
MGYP000511517491,True,9,9,9,1.0
MGYP000511587542,True,3,3,3,1.0
MGYP000511697882,True,1,1,1,1.0
MGYP000512237597,True,4,4,4,1.0
MGYP000513731949,True,2,2,2,1.0
MGYP000514496933,True,1,1,1,1.0
MGYP000514527254,True,1,1,1,1.0
MGYP000514972356,True,3,3,3,1.0
MGYP000515160264,True,1,1,1,1.0
MGYP000517469583,True,3,3,3,1.0
MGYP000517741313,True,1,1,1,1.0
MGYP000517755626,True,1,1,1,1.0
MGYP000517817256,True,1,1,1,1.0
MGYP000517861958,True,1,1,1,1.0
MGYP000518417435,True,1,1,1,1.0
MGYP000518850337,True,1,1,1,1.0
MGYP000518924534,True,2,2,2,1.0
MGYP000519085396,True,8,8,8,1.0
MGYP000520500306,True,2,2,2,1.0
MGYP000520569197,True,3,3,3,1.0
MGYP000520648447,True,1,1,1,1.0
MGYP000520676121,True,4,4,4,1.0
MGYP000520726812,True,2,2,2,1.0
MGYP000520890514,True,4,4,4,1.0
MGYP000521137172,True,2,2,2,1.0
MGYP000521143920,True,1,1,1,1.0
MGYP004556356809,True,1,1,1,1.0
MGYP004556393527,True,1,1,1,1.0
MGYP004556401113,True,1,1,1,1.0
MGYP004556412353,True,1,1,1,1.0
MGYP004556464527,True,2,2,2,1.0
MGYP004556513893,True,1,1,1,1.0
MGYP004556575527,True,1,1,1,1.0
MGYP004556589991,True,4,4,4,1.0
MGYP004556614211,True,1,1,1,1.0
MGYP004556619353,True,3,3,3,1.0
MGYP004556638113,True,1,1,1,1.0
MGYP004556650193,True,3,3,3,1.0
MGYP004556654193,True,5,5,5,1.0
MGYP004556683211,True,5,5,5,1.0
MGYP004556702103,True,3,3,3,1.0
MGYP004556721527,True,3,3,3,1.0
MGYP004556760103,True,1,1,1,1.0
MGYP004556772211,True,2,2,2,1.0
MGYP004556803893,True,3,3,3,1.0
MGYP004556852353,True,1,1,1,1.0
MGYP004556921353,True,5,5,5,1.0
MGYP004556936113,True,4,4,4,1.0
MGYP004556936139,True,1,1,1,1.0
MGYP004556936211,True,4,4,4,1.0
MGYP004556973893,True,1,1,1,1.0
MGYP004556994527,True,1,1,1,1.0
MGYP004557030139,True,2,2,2,1.0
MGYP004557053353,True,1,1,1,1.0
MGYP004557080103,True,3,3,3,1.0
MGYP004557094211,True,5,5,5,1.0
MGYP004557103211,True,3,3,3,1.0
MGYP004557119103,True,2,2,2,1.0
MGYP004557148103,True,1,1,1,1.0
MGYP004557186991,True,5,5,5,1.0
MGYP004557206139,True,1,1,1,1.0
MGYP004557274809,True,2,2,2,1.0
MGYP004557276991,True,6,6,6,1.0
MGYP004557304809,True,6,6,6,1.0
MGYP004557353113,True,1,1,1,1.0
MGYP004557355113,True,1,1,1,1.0
MGYP004557385113,True,2,2,2,1.0
MGYP004557447211,True,1,1,1,1.0
MGYP004557468103,True,5,5,5,1.0
MGYP004557472103,True,1,1,1,1.0
MGYP004557475991,True,2,2,2,1.0
MGYP004557477893,True,1,1,1,1.0
MGYP004557520893,True,2,2,2,1.0
MGYP004557523893,True,4,4,4,1.0
MGYP004557581103,True,1,1,1,1.0
MGYP004557599353,True,11,11,11,1.0
MGYP004557616353,True,1,1,1,1.0
MGYP004557626809,True,1,1,1,1.0
MGYP004557642353,True,1,1,1,1.0
MGYP004557645139,True,4,4,4,1.0
MGYP004557681139,True,1,1,1,1.0
MGYP004557734113,True,1,1,1,1.0
MGYP004557771113,True,2,2,2,1.0
MGYP004557781139,True,3,3,3,1.0
MGYP004557785113,True,3,3,3,1.0
MGYP004557790893,True,4,4,4,1.0
MGYP004557792809,True,2,2,2,1.0
MGYP004557878353,True,1,1,1,1.0
MGYP004557897113,True,2,2,2,1.0
MGYP004557915353,True,1,1,1,1.0
MGYP004557918211,True,2,2,2,1.0
MGYP004557926353,True,1,1,1,1.0
MGYP004557931211,True,5,5,5,1.0
MGYP004557935893,True,8,8,8,1.0
MGYP004558004113,True,3,3,3,1.0
MGYP004558015809,True,1,1,1,1.0
MGYP004558040527,True,1,1,1,1.0
MGYP004558076103,True,4,4,4,1.0
MGYP004558082193,True,1,1,1,1.0
MGYP004558084527,True,4,4,4,1.0
MGYP004558091103,True,2,2,2,1.0
MGYP004558147211,True,3,3,3,1.0
MGYP004558162893,True,2,2,2,1.0
MGYP004558186139,True,1,1,1,1.0
MGYP004558200139,True,1,1,1,1.0
MGYP004558208193,True,1,1,1,1.0
MGYP004558242893,True,1,1,1,1.0
MGYP004558264139,True,3,3,3,1.0
MGYP004558299809,True,2,2,2,1.0
MGYP004558326113,True,3,3,3,1.0
MGYP004558363353,True,7,7,7,1.0
MGYP004558390809,True,1,1,1,1.0
MGYP004558391139,True,1,1,1,1.0
MGYP004558403353,True,8,8,8,1.0
MGYP004558414527,True,1,1,1,1.0
MGYP004558479139,True,2,2,2,1.0
MGYP004558524139,True,4,4,4,1.0
MGYP004558532353,True,3,3,3,1.0
MGYP004558536527,True,7,7,7,1.0
MGYP004558548139,True,1,1,1,1.0
MGYP004558548353,True,11,11,11,1.0
MGYP004558573991,True,2,2,2,1.0
MGYP004558586113,True,2,2,2,1.0
MGYP004558605809,True,3,3,3,1.0
MGYP004558614211,True,2,2,2,1.0
MGYP004558621527,True,3,3,3,1.0
MGYP004558650893,True,4,4,4,1.0
MGYP004558655527,True,2,2,2,1.0
MGYP004558660527,True,1,1,1,1.0
MGYP004558674991,True,1,1,1,1.0
MGYP004558692991,True,14,14,14,1.0
MGYP004558735211,True,2,2,2,1.0
MGYP004558760113,True,2,2,2,1.0
MGYP004558762211,True,1,1,1,1.0
MGYP004558762991,True,3,3,3,1.0
MGYP004558798893,True,4,4,4,1.0
MGYP004558809211,True,1,1,1,1.0
MGYP004558818893,True,2,2,2,1.0
MGYP004558859193,True,2,2,2,1.0
MGYP004558868193,True,5,5,5,1.0
MGYP004558931991,True,1,1,1,1.0
MGYP004558952527,True,1,1,1,1.0
MGYP004558978113,True,2,2,2,1.0
MGYP004558978527,True,1,1,1,1.0
MGYP004559008139,True,1,1,1,1.0
MGYP004559023809,True,1,1,1,1.0
MGYP004559054193,True,3,3,3,1.0
MGYP004559055193,True,1,1,1,1.0
MGYP004559105103,True,1,1,1,1.0
MGYP004559245893,True,1,1,1,1.0
MGYP004559267211,True,3,3,3,1.0
MGYP004559290113,True,4,4,4,1.0
MGYP004559326527,True,4,4,4,1.0
MGYP004559344103,True,2,2,2,1.0
MGYP004559351103,True,3,3,3,1.0
MGYP004559368193,True,3,3,3,1.0
MGYP004559381139,True,5,5,5,1.0
MGYP004559399991,True,4,4,4,1.0
MGYP004559410211,True,1,1,1,1.0
MGYP004559427527,True,1,1,1,1.0
MGYP004559457353,True,2,2,2,1.0
MGYP004559476103,True,1,1,1,1.0
MGYP004559491527,True,1,1,1,1.0
MGYP004559512527,True,1,1,1,1.0
MGYP004559520139,True,3,3,3,1.0
MGYP004559520193,True,1,1,1,1.0
MGYP004559536113,True,3,3,3,1.0
MGYP004559566991,True,3,3,3,1.0
MGYP004559631193,True,1,1,1,1.0
MGYP004559640113,True,1,1,1,1.0
MGYP004559641103,True,1,1,1,1.0
MGYP004559645211,True,1,1,1,1.0
MGYP004559697353,True,1,1,1,1.0
MGYP004559707193,True,1,1,1,1.0
MGYP004559729893,True,2,2,2,1.0
MGYP004559811113,True,2,2,2,1.0
MGYP004559812991,True,2,2,2,1.0
MGYP004559834103,True,2,2,2,1.0
MGYP004559836527,True,4,4,4,1.0
MGYP004559849193,True,1,1,1,1.0
MGYP004559851193,True,1,1,1,1.0
MGYP004559871353,True,3,3,3,1.0
MGYP004559918527,True,5,5,5,1.0
MGYP004559919103,True,1,1,1,1.0
MGYP004559919113,True,1,1,1,1.0
MGYP004559933893,True,1,1,1,1.0
MGYP004559970211,True,2,2,2,1.0
MGYP004560036353,True,2,2,2,1.0
MGYP004560124809,True,1,1,1,1.0
MGYP004560150893,True,1,1,1,1.0
MGYP004560161893,True,2,2,2,1.0
MGYP004560171211,True,1,1,1,1.0
MGYP004560174893,True,1,1,1,1.0
MGYP004560190809,True,4,4,4,1.0
MGYP004560337103,True,3,3,3,1.0
MGYP004560373113,True,1,1,1,1.0
MGYP004560385103,True,3,3,3,1.0
MGYP004560455527,True,6,6,6,1.0
MGYP004560488103,True,1,1,1,1.0
MGYP004560498353,True,1,1,1,1.0
MGYP004560503211,True,4,4,4,1.0
MGYP004560514353,True,1,1,1,1.0
MGYP004560517809,True,1,1,1,1.0
MGYP004560519103,True,5,5,5,1.0
MGYP004560572991,True,1,1,1,1.0
MGYP004560580113,True,4,4,4,1.0
MGYP004560623211,True,1,1,1,1.0
MGYP004560624893,True,1,1,1,1.0
MGYP004560629809,True,4,4,4,1.0
MGYP004560703353,True,3,3,3,1.0
MGYP004560710193,True,2,2,2,1.0
MGYP004560744809,True,3,3,3,1.0
MGYP004560784113,True,1,1,1,1.0
MGYP004560791893,True,9,9,9,1.0
MGYP004560806211,True,1,1,1,1.0
MGYP004560828809,True,3,3,3,1.0
MGYP004560878527,True,1,1,1,1.0
MGYP004560968211,True,1,1,1,1.0
MGYP004561004353,True,3,3,3,1.0
MGYP004561042353,True,2,2,2,1.0
MGYP004561061527,True,4,4,4,1.0
MGYP004561084113,True,1,1,1,1.0
MGYP004561139211,True,6,6,6,1.0
MGYP004561230527,True,1,1,1,1.0
MGYP004561247103,True,1,1,1,1.0
MGYP004561286991,True,2,2,2,1.0
MGYP004561290527,True,1,1,1,1.0
MGYP004561313211,True,9,9,9,1.0
MGYP004561345139,True,3,3,3,1.0
MGYP004561350211,True,2,2,2,1.0
MGYP004561410211,True,2,2,2,1.0
MGYP004561424527,True,1,1,1,1.0
MGYP004561462893,True,6,6,6,1.0
MGYP004561487193,True,1,1,1,1.0
MGYP004561511809,True,1,1,1,1.0
MGYP004561545353,True,2,2,2,1.0
MGYP004561616809,True,2,2,2,1.0
MGYP004561617139,True,2,2,2,1.0
MGYP004561643527,True,4,4,4,1.0
MGYP004561658103,True,3,3,3,1.0
MGYP004561730893,True,5,5,5,1.0
MGYP004561784353,True,1,1,1,1.0
MGYP004561786893,True,2,2,2,1.0
MGYP004561835211,True,2,2,2,1.0
MGYP004561854893,True,1,1,1,1.0
MGYP004561879113,True,1,1,1,1.0
MGYP004561904527,True,3,3,3,1.0
MGYP004561908893,True,2,2,2,1.0
MGYP004561920353,True,2,2,2,1.0
MGYP004561971353,True,4,4,4,1.0
MGYP004561986193,True,1,1,1,1.0
MGYP004561992527,True,2,2,2,1.0
MGYP004561999211,True,5,5,5,1.0
MGYP004562025991,True,3,3,3,1.0
MGYP004562055211,True,1,1,1,1.0
MGYP004562073893,True,3,3,3,1.0
MGYP004562110353,True,1,1,1,1.0
MGYP004562159809,True,2,2,2,1.0
MGYP004562174113,True,1,1,1,1.0
MGYP004562179809,True,2,2,2,1.0
MGYP004562209527,True,2,2,2,1.0
MGYP004562241211,True,4,4,4,1.0
MGYP004562255193,True,5,5,5,1.0
MGYP004562260139,True,1,1,1,1.0
MGYP004562273991,True,2,2,2,1.0
MGYP004562289809,True,4,4,4,1.0
MGYP004562305113,True,1,1,1,1.0
MGYP004562326527,True,2,2,2,1.0
MGYP004562328193,True,2,2,2,1.0
MGYP004562353103,True,3,3,3,1.0
MGYP004562367809,True,2,2,2,1.0
MGYP004562370211,True,4,4,4,1.0
MGYP004562375893,True,6,6,6,1.0
MGYP004562418991,True,1,1,1,1.0
MGYP004562472353,True,1,1,1,1.0
MGYP004562516103,True,4,4,4,1.0
MGYP004562577809,True,5,5,5,1.0
MGYP004562630991,True,2,2,2,1.0
MGYP004562644991,True,2,2,2,1.0
MGYP004562696809,True,3,3,3,1.0
MGYP004562709353,True,1,1,1,1.0
MGYP004562714527,True,1,1,1,1.0
MGYP004562765527,True,3,3,3,1.0
MGYP004562793193,True,2,2,2,1.0
MGYP004562797103,True,1,1,1,1.0
MGYP004562845893,True,3,3,3,1.0
MGYP004562856809,True,5,5,5,1.0
MGYP004562939139,True,1,1,1,1.0
MGYP004562942527,True,2,2,2,1.0
MGYP004563035527,True,1,1,1,1.0
MGYP004563066113,True,5,5,5,1.0
MGYP004563240139,True,2,2,2,1.0
MGYP004563241211,True,1,1,1,1.0
MGYP004563253113,True,1,1,1,1.0
MGYP004563274527,True,1,1,1,1.0
MGYP004563276353,True,6,6,6,1.0
MGYP004563313353,True,1,1,1,1.0
MGYP004563320113,True,3,3,3,1.0
MGYP004563326193,True,2,2,2,1.0
MGYP004563342211,True,2,2,2,1.0
MGYP004563375193,True,1,1,1,1.0
MGYP004563395893,True,3,3,3,1.0
MGYP004563399193,True,1,1,1,1.0
MGYP004563412113,True,3,3,3,1.0
MGYP004563460211,True,8,8,8,1.0
MGYP004563525893,True,1,1,1,1.0
MGYP004563560353,True,4,4,4,1.0
MGYP004563614103,True,3,3,3,1.0
MGYP004563677103,True,1,1,1,1.0
MGYP004563685211,True,3,3,3,1.0
MGYP004563699113,True,3,3,3,1.0
MGYP004563706139,True,2,2,2,1.0
MGYP004563708139,True,2,2,2,1.0
MGYP004563741893,True,1,1,1,1.0
MGYP004563759893,True,1,1,1,1.0
MGYP004563775991,True,2,2,2,1.0
MGYP004563880353,True,5,5,5,1.0
MGYP004563930527,True,2,2,2,1.0
MGYP004563953809,True,4,4,4,1.0
MGYP004563996103,True,3,3,3,1.0
MGYP004564037353,True,1,1,1,1.0
MGYP004564061211,True,6,6,6,1.0
MGYP004564124527,True,2,2,2,1.0
MGYP004564137893,True,1,1,1,1.0
MGYP004564159193,True,1,1,1,1.0
MGYP004564203527,True,1,1,1,1.0
MGYP004564216103,True,2,2,2,1.0
MGYP004564222103,True,1,1,1,1.0
MGYP004564233353,True,2,2,2,1.0
MGYP004564243193,True,4,4,4,1.0
MGYP004564284113,True,3,3,3,1.0
MGYP004564310211,True,1,1,1,1.0
MGYP004564318893,True,3,3,3,1.0
MGYP004564320893,True,4,4,4,1.0
MGYP004564331211,True,3,3,3,1.0
MGYP004564339113,True,2,2,2,1.0
MGYP004564399353,True,2,2,2,1.0
MGYP004564429353,True,1,1,1,1.0
MGYP004564470193,True,2,2,2,1.0
MGYP004564551527,True,8,8,8,1.0
MGYP004564552893,True,2,2,2,1.0
MGYP004564575103,True,3,3,3,1.0
MGYP004564578211,True,1,1,1,1.0
MGYP004564627113,True,1,1,1,1.0
MGYP004564648193,True,2,2,2,1.0
MGYP004564650809,True,1,1,1,1.0
MGYP004564703527,True,1,1,1,1.0
MGYP004564725991,True,3,3,3,1.0
MGYP004564764113,True,3,3,3,1.0
MGYP004564815113,True,1,1,1,1.0
MGYP004564865211,True,2,2,2,1.0
MGYP004564921991,True,2,2,2,1.0
MGYP004564927103,True,2,2,2,1.0
MGYP004564945809,True,1,1,1,1.0
MGYP004564963193,True,4,4,4,1.0
MGYP004564970893,True,4,4,4,1.0
MGYP004565029527,True,1,1,1,1.0
MGYP004565109353,True,3,3,3,1.0
MGYP004565118991,True,2,2,2,1.0
MGYP004565131527,True,3,3,3,1.0
MGYP004565190113,True,1,1,1,1.0
MGYP004565210809,True,5,5,5,1.0
MGYP004565227353,True,1,1,1,1.0
MGYP004565239113,True,5,5,5,1.0
MGYP004565268193,True,4,4,4,1.0
MGYP004565296113,True,2,2,2,1.0
MGYP004565335809,True,1,1,1,1.0
MGYP004565366893,True,1,1,1,1.0
MGYP004565372809,True,1,1,1,1.0
MGYP004565387139,True,3,3,3,1.0
MGYP004565387211,True,1,1,1,1.0
MGYP004565437103,True,2,2,2,1.0
MGYP004565443193,True,2,2,2,1.0
MGYP004565450353,True,4,4,4,1.0
MGYP004565469809,True,1,1,1,1.0
MGYP004565480527,True,2,2,2,1.0
MGYP004565507103,True,5,5,5,1.0
MGYP004565540113,True,2,2,2,1.0
MGYP004565575103,True,5,5,5,1.0
MGYP004565578103,True,1,1,1,1.0
MGYP004565588139,True,1,1,1,1.0
MGYP004565589991,True,1,1,1,1.0
MGYP004565593193,True,1,1,1,1.0
MGYP004565609139,True,1,1,1,1.0
MGYP004565623113,True,1,1,1,1.0
MGYP004565631211,True,3,3,3,1.0
MGYP004565644353,True,3,3,3,1.0
MGYP004565646527,True,1,1,1,1.0
MGYP004565706211,True,1,1,1,1.0
MGYP004565708193,True,1,1,1,1.0
MGYP004565719193,True,3,3,3,1.0
MGYP004565754527,True,2,2,2,1.0
MGYP004565765193,True,4,4,4,1.0
MGYP004565770527,True,2,2,2,1.0
MGYP004565775193,True,3,3,3,1.0
MGYP004565781527,True,1,1,1,1.0
MGYP004565799893,True,2,2,2,1.0
MGYP004565835211,True,1,1,1,1.0
MGYP004565843113,True,1,1,1,1.0
MGYP004565887113,True,5,5,5,1.0
MGYP004565887211,True,1,1,1,1.0
MGYP004565927527,True,8,8,8,1.0
MGYP004565936527,True,1,1,1,1.0
MGYP004565948113,True,3,3,3,1.0
MGYP004565987893,True,1,1,1,1.0
MGYP004565999809,True,2,2,2,1.0
MGYP004566031809,True,3,3,3,1.0
MGYP004566044353,True,4,4,4,1.0
MGYP004566061113,True,1,1,1,1.0
MGYP004566074809,True,2,2,2,1.0
MGYP004566094353,True,1,1,1,1.0
MGYP004566111991,True,4,4,4,1.0
MGYP004566157809,True,1,1,1,1.0
MGYP004566162113,True,1,1,1,1.0
MGYP004566232139,True,8,8,8,1.0
MGYP004566252527,True,3,3,3,1.0
MGYP004566335809,True,1,1,1,1.0
MGYP004566337893,True,4,4,4,1.0
MGYP004566352113,True,6,6,6,1.0
MGYP004566362893,True,2,2,2,1.0
MGYP004566384893,True,1,1,1,1.0
MGYP004566429991,True,3,3,3,1.0
MGYP004566446893,True,2,2,2,1.0
MGYP004566477527,True,3,3,3,1.0
